"Comparison","gene_name","Group","CH_NPvsCB_log2FC","CLIP_log2FC","CLIP_p_value","RiboTag_log2FC","RiboTag_p_value"
"30v5","Fnbp1","CLIP_Bound_30v5",1.3885216017164146,-3.674290750248768,0.03687119292317997,0.13320656365977301,0.06468078115016883
"30v5","Foxo1","CLIP_Bound_30v5",3.4160022482413965,-2.280302014039833,0.01620975563516864,0.22940435411622123,0.08698829296073958
"30v5","Foxo4","CLIP_Bound_30v5",2.979393369160717,-8.007825420305107,1.1113813233349082e-4,0.011109275316969387,0.9158368340888047
"30v5","Foxo6","CLIP_Bound_30v5",1.6904956174263222,-4.186740760919298,0.045026614099834605,-0.09330600302255716,0.4593394929700646
"30v5","Frrs1l","CLIP_Bound_30v5",-1.734575348463056,0.9628236476458554,0.029141415318965514,-0.13344291344282613,0.06876171654718896
"30v5","Gab2","CLIP_Bound_30v5",0.6883102156808925,-2.258564798901165,0.022781705548543956,0.051869605752633545,0.6297439589434268
"30v5","Galnt1","CLIP_Bound_30v5",1.707123797016621,-5.130831550363085,1.4995250820881377e-6,-0.10732394737069072,0.17250545670151296
"30v5","Galnt9","CLIP_Bound_30v5",-1.0346012166012966,3.00711354119227,0.03485134899974041,0.0715477503043164,0.39824400037530144
"30v5","Gas2l1","CLIP_Bound_30v5",3.02519314858517,-4.5318404455068615,0.028498673904151003,-0.052620640116148504,0.5343029780018222
"30v5","Git1","CLIP_Bound_30v5",3.610871343067213,1.2353207758236433,0.037059698453701835,-0.026740922029504306,0.7122303494707363
"30v5","Gjc3","CLIP_Bound_30v5",3.009355335985899,-6.74482180296823,0.0014726201937313261,0.29824309688015227,0.18904978031445024
"30v5","Gls","CLIP_Bound_30v5",-1.5241485274443225,-1.078967348283291,0.036703716222258216,0.062498021741977494,0.39767767679847427
"30v5","Gm12258","CLIP_Bound_30v5",-0.8057708919129101,-5.93500204517216,0.0024647471805136732,-0.0973458068361741,0.3945833978264726
"30v5","Gm21992","CLIP_Bound_30v5",1.2575895077186208,1.8903730405529977,0.01879757157235939,0.2518733869573117,0.14163548246935256
"30v5","Gnai1","CLIP_Bound_30v5",-2.019760161637838,2.3616653523784996,0.008385014384723489,0.10486596046527583,0.08330145256498454
"30v5","Gnaq","CLIP_Bound_30v5",-0.5069873260961689,0.7255823411758822,0.01692629177068012,0.025054799588564183,0.5455821473134292
"30v5","Gnaz","CLIP_Bound_30v5",0.5807434112238945,1.4490398044299555,0.01957816569367024,-0.08725534132821788,0.19252552985321797
"30v5","Gnb1","CLIP_Bound_30v5",0.6962368481272735,1.714786449372502,0.015715477433008426,0.02317780949239824,0.6797192370534074
"30v5","Gng12","CLIP_Bound_30v5",1.5048785828358395,-2.64360987086243,0.0160801764267105,0.14486510449678108,0.10152982020127203
"30v5","Gpam","CLIP_Bound_30v5",2.2223612057206266,-3.9647238670083,0.007948469871756502,0.03891637465995584,0.6121909693737915
"30v5","Gprin1","CLIP_Bound_30v5",0.7818704162960542,1.9917356504577493,0.0012782243098022755,-0.08862355613242126,0.14495847176035234
"30v5","Grik3","CLIP_Bound_30v5",0.9840403963667814,1.9569586247123136,0.034037296504963115,-0.19809564119623219,0.08205684257099077
"30v5","Grsf1","CLIP_Bound_30v5",-0.7991018542322897,-4.327476384422731,0.012286339693895856,0.07971888338175434,0.12612395325619674
"30v5","Gspt1","CLIP_Bound_30v5",-0.5041453530864252,-5.84891910883037,2.8975975897223888e-5,-0.03441430913971783,0.6114785554455516
"30v5","Gtdc1","CLIP_Bound_30v5",0.25168057931779453,1.8244392067741935,0.04997890856830627,-0.018117390434126697,0.8122054973898039
"30v5","Gtf2h5","CLIP_Bound_30v5",-1.1206830630046385,3.8958470137484102,0.033533698455722565,-0.08626162154045502,0.30630303307557644
"30v5","Gtf3c3","CLIP_Bound_30v5",-0.7377164152281795,1.8535942269833852,0.040798020924364416,0.30341615702021574,0.09392042612225499
"30v5","Hapln1","CLIP_Bound_30v5",3.1065082741855328,-3.338810800322692,0.040003487060669134,0.09657554979968642,0.6168388228823455
"30v5","Hccs","CLIP_Bound_30v5",-0.6442856413492044,-4.516840549823948,0.005659575222771582,0.15699588394467856,0.05720294407860304
"30v5","Hcn1","CLIP_Bound_30v5",-0.9771722588688736,1.8828282927950606,0.010631900829911223,0.026243054332378217,0.7933694339851696
"30v5","Hdac6","CLIP_Bound_30v5",1.499383017103012,6.183994559325187,0.03275484185561033,-0.09347087792285604,0.391552197279556
"30v5","Heatr6","CLIP_Bound_30v5",0.46909022642177844,-5.7183040068157265,0.0021171854482427816,-0.10857543782694586,0.43527346451729515
"30v5","Hecw2","CLIP_Bound_30v5",0.7514789118627873,-2.3107981089121985,0.04882182606075177,-0.042270595369736104,0.6966284234571226
"30v5","Herc1","CLIP_Bound_30v5",-0.6815640116018988,0.7253725786777849,0.03343595013639089,0.10213540656683383,0.3462367299106141
"30v5","Hip1r","CLIP_Bound_30v5",2.226562098238527,-3.8421259500005682,0.03790916514014282,-0.1592006059670163,0.1512384511757543
"30v5","Hivep2","CLIP_Bound_30v5",2.232898939874521,1.0301954791256733,0.03151669928091716,0.04786416681617845,0.5418968418159265
"30v5","Hnrnpd","CLIP_Bound_30v5",-0.8398600967426604,4.397099743418458,0.02584843223539242,-0.10116239289813235,0.48226180898509924
"30v5","Hnrnpk","CLIP_Bound_30v5",-1.723487508470345,-5.098804421549183,0.02072347999165112,0.08129749904813004,0.2421537541277126
"30v5","Hpca","CLIP_Bound_30v5",-0.939712423782662,1.7476932811755654,0.014095949211875968,-0.015323170267987627,0.8916726790244587
"30v5","Hpcal4","CLIP_Bound_30v5",3.541527435997468,1.904056282118551,0.0021868347810531214,0.016804978021880097,0.7162797781118956
"30v5","Hsdl2","CLIP_Bound_30v5",1.010815671572085,-5.8064874379825415,1.2763439317640862e-4,0.13093751144347104,0.10342557742743645
"30v5","Hsp90ab1","CLIP_Bound_30v5",-0.4965494914108941,0.6680733175706823,0.04753629916282759,0.08537908466858529,0.2460573169696517
"30v5","Htr2c","CLIP_Bound_30v5",-1.8467079390223584,-2.720358665480952,0.026143574629527086,-0.4165694774945862,0.15021451563642205
"30v5","Huwe1","CLIP_Bound_30v5",2.8822881771462554,0.8169491935587567,0.024773912512428317,-0.025023132611030636,0.8508290715780179
"30v5","Il1r1","CLIP_Bound_30v5",3.2049602275869193,-2.931398753826034,0.041921508364463324,-0.060902545518120674,0.6043153939267121
