"Comparison","gene_name","RiboTag_log2FC","RiboTag_pvalue","RiboTag_padj","Status","Volcano_label"
"5v0","Rnft2",0.34757191506114005,8.923521685989735e-6,4.751445611027736e-4,"RiboTag_Up","Not labeled"
"5v0","Sel1l",0.24968248444180227,9.047316332101958e-6,4.7937471683181404e-4,"RiboTag_Up","Not labeled"
"5v0","Ldb2",-0.6641624021756228,9.314585713104461e-6,4.887444513249811e-4,"RiboTag_Down","Not labeled"
"5v0","Tmem259",0.3097253208663181,9.314159925739595e-6,4.887444513249811e-4,"RiboTag_Up","Not labeled"
"5v0","Ankrd13a",-0.3861175858072335,9.907148060939414e-6,5.129989938567504e-4,"RiboTag_Down","Not labeled"
"5v0","Gabrb3",0.17875506952153994,9.919214517167253e-6,5.129989938567504e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Gpr158",0.21617916424268893,9.899473579321525e-6,5.129989938567504e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Spcs2",0.3173508809439737,1.0000054428632929e-5,5.147170872337777e-4,"RiboTag_Up","Not labeled"
"5v0","Fezf2",-0.4533464481172678,1.0465265652797053e-5,5.361092722326225e-4,"RiboTag_Down","Not labeled"
"5v0","Lmna",-0.31139209610543717,1.0627080478545474e-5,5.418307211915002e-4,"RiboTag_Down","Labeled decreased gene"
"5v0","Bbc3",0.5621927059987469,1.1375903502282375e-5,5.75090058136162e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Scube1",0.33225065960157635,1.138581482478848e-5,5.75090058136162e-4,"RiboTag_Up","Not labeled"
"5v0","Gap43",-0.421418120520509,1.1626141646149091e-5,5.844975118754676e-4,"RiboTag_Down","Not labeled"
"5v0","Cds2",0.22051635422993335,1.1845056737482868e-5,5.927463809048719e-4,"RiboTag_Up","Not labeled"
"5v0","Dnajb14",0.2226381491896844,1.2558463000365058e-5,6.198375642508945e-4,"RiboTag_Up","Not labeled"
"5v0","Gpm6a",0.20571032884621754,1.2472389639487255e-5,6.198375642508945e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Psat1",0.3748886299399342,1.2501497032163209e-5,6.198375642508945e-4,"RiboTag_Up","Not labeled"
"5v0","Cwc25",-0.3778075280590278,1.2625977648110622e-5,6.203372381746714e-4,"RiboTag_Down","Labeled decreased gene"
"5v0","Mdm2",-0.31980287919792605,1.281086465809841e-5,6.237506130152509e-4,"RiboTag_Down","Labeled decreased gene"
"5v0","Tmem178",0.3007695894293858,1.2778770603085614e-5,6.237506130152509e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Dnajb5",-0.32899692375241746,1.2994524233906415e-5,6.270438055548859e-4,"RiboTag_Down","Not labeled"
"5v0","Edil3",0.2686155244010155,1.2958842856485019e-5,6.270438055548859e-4,"RiboTag_Up","Not labeled"
"5v0","Cars1",0.36406148851949277,1.3174585500241016e-5,6.329070874315784e-4,"RiboTag_Up","Not labeled"
"5v0","Fbxo33",-0.37139522922907553,1.3611219328543544e-5,6.424614398350531e-4,"RiboTag_Down","Not labeled"
"5v0","Mtf1",-0.42585702712307777,1.3495064218883799e-5,6.424614398350531e-4,"RiboTag_Down","Not labeled"
"5v0","Rfx2",-0.8835452430724167,1.3472654715119122e-5,6.424614398350531e-4,"RiboTag_Down","Not labeled"
